names;1.1.1. Forma��o Florestal;1.1.2. Forma��o Sav�nica;1.2. Floresta Plantada;2.1. �rea �mida Natural n�o Florestal;2.2. Forma��o Campestre (Campo);2.5. Outra Forma��o n�o Florestal;3.1. Pastagem;3.2.1. Cultura Anual e Perene;3.2.2. Cultura Semi-Perene;3.3 Mosaico de Agricultura ou Pastagem;4.1. Infraestrutura Urbana;5.1. Rio, Lago e Oceano;total;population;population bias;user's accuracy;user stderr;error of comission;area dis
3.1. Pastagem;0.005465106987136092;0.00847891582983456;0.00021107220158656046;1.918728462345765e-05;0.0035158244471893843;0.0030760975225184108;0.12903289115231273;0.00451113409363573;0.0006165492845808233;0.0;0.0006613233223458487;0.00014789747987403037;0.15573599960563764;0.15573599960563764;0.013601926128958244;0.8285360576813071;0.00742597141047356;0.17146394231869289;0.013601926128958275
3.2.1. Cultura Anual e Perene;0.0001889708300824584;0.00028611439346042935;4.3576234815018975e-05;2.954102470227616e-05;0.003014951205134151;0.0;0.004026540539036179;0.01758085785427895;0.00043319295071225794;0.0;0.00010388181187454705;5.1252417367071984e-05;0.025758879261463342;0.025758879261463342;-0.0018866346207057055;0.6825164121399028;0.015496804364297807;0.3174835878600972;0.0018866346207056968
3.2.2. Cultura Semi-Perene;2.3011004445390945e-05;1.1532401556719334e-05;0.0;0.0;0.0;0.0;9.658785370109119e-05;0.0005950888134452764;0.002074435754882769;0.0;0.0;0.0;0.002800655828031247;0.002800655828031247;0.0003903142550037141;0.7406964233591735;0.03961369072447883;0.2593035766408265;0.0003903142550037153
3.3 Mosaico de Agricultura ou Pastagem;0.0038900649494894783;0.0017414766634935757;0.00017763198668360183;0.0;0.0005933023681667792;0.00037870685528018167;0.0;0.0;0.0;0.012518160935703931;0.000384745909672072;0.00023165948965277452;0.019915749158142395;0.019915749158142395;-0.007397588222438471;0.6285558648234918;0.014403827554784261;0.3714441351765082;0.0073975882224384636
4.1. Infraestrutura Urbana;1.9694704643704268e-05;0.0;0.0;0.0;0.0;0.0;8.858533908428862e-05;0.0;0.0;0.0;0.0021728146348091028;0.0;0.0022810946785370954;0.0022810946785370954;0.0012831693917871004;0.9525315434090466;0.031885326295280327;0.047468456590953445;0.0012831693917871013
5.1. Rio, Lago e Oceano;0.0005469762319386646;1.705683658164259e-05;0.0;0.00015239450701274467;0.00010728135060668129;0.0006622319039487107;0.00014617341752482291;4.375671590336745e-05;0.0;0.0;1.2385640011474806e-05;0.013282097197610808;0.014970353801138916;0.014970353801138916;0.0011240379252498204;0.8872266730663593;0.026071117311152567;0.11277332693364073;0.0011240379252498208
total;0.5586684540836698;0.13290267361832317;0.00437617098970452;0.002845570991496933;0.04290107332696918;0.029728099799008048;0.1693379257345959;0.023872244640757646;0.003190970083034962;0.012518160935703931;0.0035642640703241967;0.016094391726388737;0.9999999999999999;0.9999999999999999;0;0.8487790099244371;0.005906372398913224;0.1512209900755629;0.04541276449486097
adj population;0.5586684540836941;0.13290267361832322;0.004376170989704519;0.002845570991496937;0.04290107332696885;0.029728099799008093;0.16933792573459494;0.023872244640757528;0.003190970083034964;0.01251816093570392;0.003564264070324196;0.016094391726388727;0.9999999999999999;NA;NA;NA;NA;NA;NA
adj pop stdErr;0.00416519201173254;0.003127416820402336;0.0006586938299631263;0.0006093447979611486;0.0019933221390767177;0.0013172509324873352;0.003465843464407365;0.0015152212148075307;0.0005555274231611586;0.0011379098266950628;0.0006004169586576404;0.0010190972830514818;0.02016523670240344;NA;NA;NA;NA;NA;NA
producer's accuracy;0.959370514800092;0.6636603101775467;0.6466795568576278;0.6692413008527928;0.6513142539309023;0.5136233391681748;0.7619845973225534;0.7364560023091717;0.6500956451806514;1.0;0.6096110142062142;0.8252624531210567;0.8487790099244363;NA;NA;NA;NA;NA;NA
prod stdErr;0.002493670577576948;0.0069120645173475085;0.02427435004532129;0.04191093497960218;0.011375294600723437;0.015720617346543293;0.006974567171508107;0.01649668334030818;0.03267977641459;0.02164986093231153;0.020344996724046747;0.02396378420858989;0.00590097831913531;NA;NA;NA;NA;NA;NA
error of omission;0.997506329422423;0.9930879354826525;0.9757256499546787;0.9580890650203978;0.9886247053992766;0.9842793826534567;0.9930254328284919;0.9835033166596918;0.96732022358541;0.9783501390676884;0.9796550032759532;0.9760362157914101;0.15122099007556367;NA;NA;NA;NA;NA;NA
alloc dis;0.04539682337369788;0.053104330321852466;0.0011922817776890528;0.0014438322448079507;0.029917985520358417;0.009526694002539016;0.05340621690664982;0.012582773572957388;0.0014524401462969556;0.0;0.00021656008745598535;0.003376513207056217;0.10580822558068056;NA;NA;NA;NA;NA;NA
 ;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;
 ANO: 1992 ;;;;;;;;;;;;;;;;;;;
 ;1.1.1. Forma��o Florestal;1.1.2. Forma��o Sav�nica;1.2. Floresta Plantada;2.1. �rea �mida Natural n�o Florestal;2.2. Forma��o Campestre (Campo);2.5. Outra Forma��o n�o Florestal;3.1. Pastagem;3.2.1. Cultura Anual e Perene;3.2.2. Cultura Semi-Perene;3.3 Mosaico de Agricultura ou Pastagem;4.1. Infraestrutura Urbana;5.1. Rio, Lago e Oceano;total;population;population bias;user's accuracy;user stderr;error of comission;area dis
1.1.1. Forma��o Florestal;0.5326340683947256;0.01578277689019971;0.0010500506021076416;0.0002150541156550395;0.0013215662227875214;0.009741417900310672;0.013452793170720791;0.0004178031712497107;3.458832086104551e-05;0.0;7.29862730993339e-05;0.001955897627798996;0.5766790026895161;0.5766790026895161;-0.020536591257104504;0.9236231350727668;0.002327374880841229;0.07637686492723317;0.02053659125710461
1.1.2. Forma��o Sav�nica;0.008928819343657912;0.08631548934781301;6.082993716918261e-05;0.00010420557362615997;0.005821304626467167;0.0002691680028448105;0.011459302378700123;0.00019217519196880253;0.0;0.0;3.7325236917614446e-05;7.174294600220788e-05;0.11326036258516699;0.11326036258516699;0.018118847630895954;0.762097942984313;0.008391345153388557;0.237902057015687;0.0181188476308959
1.2. Floresta Plantada;0.0004349719819450811;2.884807955580338e-05;0.002854321150639008;0.0;0.0;0.0;0.00011035396801263604;0.0;0.0;0.0;0.0;0.0;0.0034284951801525285;0.0034284951801525285;0.001041768242775564;0.8325288503138639;0.03126407536564484;0.16747114968613608;0.0010417682427755646
2.1. �rea �mida Natural n�o Florestal;0.00010399051077419854;1.2282408199864156e-05;0.0;0.0018461922864320016;0.0005904882698672324;0.0;0.0;6.724412403442425e-06;0.0;0.0;0.0;3.809578071492927e-05;0.0025977736683916687;0.0025977736683916687;0.00022944057193009066;0.7106825005178439;0.04396429006020721;0.2893174994821561;0.00022944057193009012
2.2. Forma��o Campestre (Campo);0.0016796607011354877;0.018200887524947914;0.00011846049430977004;0.0004742696534161041;0.027311165061111968;0.000752651740516718;0.008852145101870738;0.0006610723669446949;0.0;0.0;0.0001155376306412138;8.680027388318833e-05;0.0582526505487778;0.0582526505487778;-0.015891420239015318;0.4688398691531275;0.0087512213096429;0.5311601308468725;0.01589142023901534
2.5. Outra Forma��o n�o Florestal;0.0014396928424124048;0.0003136554270207339;0.0;0.0;0.000221649258823721;0.015101924480318345;0.002882305060780751;3.888828357518199e-05;0.0;0.0;1.3725288269874549e-05;0.00027503952199934954;0.020286880163200363;0.020286880163200363;0.009432947491196542;0.7444182821029665;0.02235927916648129;0.25558171789703354;0.00943294749119656
3.1. Pastagem;0.006111042678112139;0.00874348450446855;0.00016269975739012052;1.9190405643093704e-05;0.0034075781110192976;0.0029526428212260426;0.13262948058775198;0.0046565401981113995;0.0006035043549089159;0.0;0.0006638282480971487;0.00031020671641992576;0.16026019838314864;0.16026019838314864;0.013570347587530882;0.8275883964068388;0.007332052129253449;0.1724116035931612;0.013570347587530895
3.2.1. Cultura Anual e Perene;0.0003058562242919253;0.00031117285137118;2.5900929766816665e-05;2.8385802542743202e-05;0.0030391124421579605;0.0;0.004160244224562317;0.017992005043860462;0.00047060761037702643;0.0;0.0001047218973399447;6.552401127960806e-05;0.026503531037549984;0.026503531037549984;-0.0020838386878407065;0.678853131621198;0.015254723692111847;0.321146868378802;0.002083838687840695
3.2.2. Cultura Semi-Perene;3.540666299366597e-05;1.153427742672469e-05;0.0;0.0;0.0;0.0;9.313315467251753e-05;0.000454483681595595;0.002139630728598426;0.0;0.0;0.0;0.002734188505286929;0.002734188505286929;0.0005141425094584847;0.7825468962586728;0.04142195470479033;0.2174531037413272;0.0005141425094584849
3.3 Mosaico de Agricultura ou Pastagem;0.003857641656230107;0.0016420582756469582;0.00019800055154555347;0.0;0.0005830251254256758;0.0003711428473221861;0.0;0.0;0.0;0.011946147700860341;0.000402306746547614;0.000273527972748913;0.019273850876327346;0.019273850876327346;-0.007327703175467013;0.6198111512594975;0.01452097546787547;0.3801888487405025;0.007327703175467005
4.1. Infraestrutura Urbana;1.969790820070181e-05;0.0;0.0;0.0;0.0;0.0;9.029252605037817e-05;0.0;0.0;0.0;0.002186834014467528;0.0;0.0022968244487186077;0.0022968244487186077;0.0013128285413316191;0.952111954262572;0.031527231275466215;0.047888045737428;0.0013128285413316191
5.1. Rio, Lago e Oceano;0.0005915625279323344;1.7020629412452282e-05;0.0;0.00013991640300661706;6.534119210191479e-05;0.0005308798618581471;0.0001004957975573044;0.0;0.0;0.0;1.2387654669955122e-05;0.012968637847202799;0.014426241913741525;0.014426241913741525;0.0016192307843083918;0.8989616231826597;0.026560439819584017;0.10103837681734029;0.0016192307843083936
total;0.5561424114324115;0.13137921021606289;0.004470263422928093;0.002827214240321759;0.04236123030976246;0.029719827654396923;0.17383054597067954;0.02441969234970929;0.003248331014745414;0.011946147700860341;0.003609652990050227;0.016045472698049918;0.9999999999999999;0.9999999999999999;0;0.8459258966437831;0.005905385445967258;0.15407410335621685;0.04583955335942758
adj population;0.5561424114324338;0.1313792102160635;0.004470263422928093;0.002827214240321763;0.04236123030976219;0.029719827654396958;0.17383054597067857;0.024419692349709206;0.0032483310147454173;0.011946147700860318;0.003609652990050227;0.01604547269804991;0.9999999999999999;NA;NA;NA;NA;NA;NA
adj pop stdErr;0.004163011156237793;0.003113111762862962;0.0006653363473303483;0.0006076884952446098;0.001982332766770119;0.001316717913142358;0.003494263782913048;0.0015318697933732813;0.0005595176795288357;0.0011162028341136418;0.0006032271638937921;0.001017214535251318;0.020170494230662108;NA;NA;NA;NA;NA;NA
producer's accuracy;0.957729634434575;0.6569950390618194;0.6385129645826069;0.6530075648677729;0.6447207708888903;0.5081430705431469;0.7629814417664128;0.7367826255220873;0.6586861741878604;1.0;0.6058294302791413;0.8082428041386989;0.8459258966437823;NA;NA;NA;NA;NA;NA
prod stdErr;0.002518895586244564;0.006927730900908035;0.023967099136056814;0.04136975093626317;0.011338149033117344;0.01568131262802922;0.006895656171470178;0.016343129158060445;0.03337183320826144;0.022149825302003618;0.020143526128227722;0.02366899062262337;0.005904737717360492;NA;NA;NA;NA;NA;NA
error of omission;0.9974811044137555;0.993072269099092;0.9760329008639432;0.9586302490637368;0.9886618509668826;0.9843186873719708;0.9931043438285299;0.9836568708419395;0.9666281667917386;0.9778501746979964;0.9798564738717723;0.9763310093773766;0.15407410335621774;NA;NA;NA;NA;NA;NA
alloc dis;0.047016686075371794;0.053889746474707956;0.0011483480590270406;0.0015031627639193342;0.03010013049730098;0.010369911365764036;0.05526143559079333;0.012855374611697654;0.0011891155533770058;0.0;0.00021998086850215978;0.002915208133077451;0.10823454999676936;NA;NA;NA;NA;NA;NA
 ;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;
 ANO: 1993 ;;;;;;;;;;;;;;;;;;;
 ;1.1.1. Forma��o Florestal;1.1.2. Forma��o Sav�nica;1.2. Floresta Plantada;2.1. �rea �mida Natural n�o Florestal;2.2. Forma��o Campestre (Campo);2.5. Outra Forma��o n�o Florestal;3.1. Pastagem;3.2.1. Cultura Anual e Perene;3.2.2. Cultura Semi-Perene;3.3 Mosaico de Agricultura ou Pastagem;4.1. Infraestrutura Urbana;5.1. Rio, Lago e Oceano;total;population;population bias;user's accuracy;user stderr;error of comission;area dis
1.1.1. Forma��o Florestal;0.5309627052892404;0.015585987205464707;0.0010904448969629066;0.00022828381905234718;0.0013596812086538968;0.009483681537353263;0.014201271889603974;0.0005053695976714298;6.608585269890835e-05;0.0;8.039716339874811e-05;0.0017676886092801792;0.5753315970693808;0.5753315970693808;-0.021447969250323367;0.9228811836406263;0.0023666404481054743;0.07711881635937368;0.02144796925032333
1.1.2. Forma��o Sav�nica;0.008929237787843184;0.08608472275881866;7.258376947452222e-05;9.024999139460737e-05;0.005330408932047237;0.0003164982457004449;0.010729990405473138;0.000176772832204329;0.0;0.0;1.4475430433596592e-05;5.992163167954402e-05;0.11180486178506926;0.11180486178506926;0.01777649055885504;0.7699550930469004;0.008475822608416915;0.23004490695309965;0.017776490558855024
1.2. Floresta Plantada;0.00040942659732854964;2.8849452833182353e-05;0.0029518993783936545;0.0;1.1469543308762481e-05;0.0;8.379448716630853e-05;0.0;0.0;0.0;0.0;0.0;0.0034854394590304576;0.0034854394590304576;0.001064495715910258;0.8469231536199977;0.031108726398753596;0.1530768463800023;0.0010644957159102585
2.1. �rea �mida Natural n�o Florestal;8.051195943766289e-05;1.2282992888813988e-05;0.0;0.001836000342403286;0.0005790768082598152;0.0;0.0;0.0;0.0;0.0;0.0;3.809759421775842e-05;0.0025459696972073365;0.0025459696972073365;0.0002684496851283639;0.7211399037534454;0.044861076066083576;0.2788600962465546;0.00026844968512836423
2.2. Forma��o Campestre (Campo);0.0013976780284847372;0.017649550738200914;4.6106349568687685e-05;0.000472832329703027;0.02774020266978183;0.000746810907436659;0.008701811317690147;0.000591616983152454;0.0;0.0;0.00011640677048133307;0.00013444517462885182;0.05759746126912864;0.05759746126912864;-0.015369291171971102;0.48162196837397825;0.008938479693073233;0.5183780316260218;0.015369291171971146
2.5. Outra Forma��o n�o Florestal;0.0013144575261265232;0.00014473504050164775;0.0;0.0;0.0002205669085556996;0.014998074662764021;0.002797463097476133;9.402548239668451e-05;0.0;0.0;0.0;0.000294503866327787;0.019863826584148495;0.019863826584148495;0.009845284749572015;0.7550445831385091;0.022741587726979474;0.24495541686149092;0.009845284749572029
3.1. Pastagem;0.006222345795167765;0.00829618121820845;0.00016118570118892292;6.239194605469579e-06;0.003486346932936335;0.003000952408740369;0.1362707873349771;0.004709556791985271;0.0006265140232063373;0.0;0.0006782119939502585;0.00012373892494902316;0.16358206031991532;0.16358206031991532;0.01332262197654134;0.8330423707127405;0.007320423669184821;0.16695762928725955;0.013322621976541354
3.2.1. Cultura Anual e Perene;0.00022181880088024706;0.00019433847527866423;2.2946381942972658e-05;2.838715381399301e-05;0.0028804493980234976;0.0;0.00387130187581687;0.018403110450549792;0.00044109625007088444;0.0;0.00010472688249718617;7.586576669089102e-05;0.026244041435565;0.026244041435565;-0.0013199808171084721;0.7012300485705879;0.015594336921883473;0.2987699514294121;0.0013199808171084557
3.2.2. Cultura Semi-Perene;3.540834848435036e-05;1.1534826501828364e-05;0.0;0.0;0.0;0.0;5.9457864488523034e-05;0.0004436084804965805;0.0021035441205655603;0.0;0.0;0.0;0.0026535536405368427;0.0026535536405368427;0.0005836866060048481;0.7927271898449322;0.04259735280813681;0.20727281015506782;0.0005836866060048478
3.3 Mosaico de Agricultura ou Pastagem;0.003606858158973245;0.0015440946019943727;0.00020476869740904938;0.0;0.0005703593420494857;0.0003675427415391752;0.0;0.0;0.0;0.012321320302737047;0.0004005379238997558;0.0002665045287391848;0.019281986297341312;0.019281986297341312;-0.006960665994604273;0.6390067969520316;0.01484184860283009;0.36099320304796845;0.006960665994604265
4.1. Infraestrutura Urbana;2.9384187284915277e-05;0.0;0.0;0.0;0.0;0.0;5.9581396065373346e-05;0.0;0.0;0.0;0.0022493673101267723;0.0;0.002338332893477061;0.002338332893477061;0.0013181788256796231;0.961953414076129;0.0316678334572883;0.038046585923871;0.0013181788256796238
5.1. Rio, Lago e Oceano;0.0006737953398058102;2.9075033233038068e-05;0.0;0.00015242655136297009;4.9608353540939264e-05;0.0007955508301865915;0.00012922262769909668;0.0;0.0;0.0;1.2388244369033837e-05;0.013428802568983251;0.015270869549180732;0.015270869549180732;0.0009186991163157392;0.879373798966392;0.025820123411935944;0.120626201033608;0.0009186991163157403
total;0.5538836278190574;0.1295813523439243;0.004549935174940716;0.0028144193823357007;0.04222817009715749;0.029709111333720523;0.17690468229645667;0.024924060618456544;0.0032372402465416904;0.012321320302737047;0.0036565117191566846;0.016189568665496472;1.0;1.0;0;0.8493505371893428;0.005972761185060693;0.15064946281065716;0.045097907234007216
adj population;0.5538836278190781;0.12958135234392482;0.004549935174940716;0.0028144193823357038;0.04222817009715722;0.02970911133372056;0.17690468229645454;0.024924060618456482;0.003237240246541693;0.012321320302737027;0.0036565117191566837;0.016189568665496465;1.0;NA;NA;NA;NA;NA;NA
adj pop stdErr;0.004160791557033562;0.00309618212236809;0.0006718390202020786;0.0006068471640030715;0.001979812698692581;0.0013180018775508524;0.0035112216553409245;0.0015468374852798498;0.0005576245756128955;0.0011331286023792866;0.000608625149067019;0.0010204142541488518;0.02021132616167906;NA;NA;NA;NA;NA;NA
producer's accuracy;0.9586178009628694;0.6643295597837242;0.6487783374698556;0.6523549240481642;0.6569122603692699;0.5048308074345159;0.7703062777423507;0.7383672641576738;0.6497954925689421;1.0;0.6151675375036273;0.8294725354606255;0.849350537189342;NA;NA;NA;NA;NA;NA
prod stdErr;0.0025545028606272675;0.0070144653999295314;0.02394912681525585;0.041423978572377555;0.011470946836259365;0.015624086868804189;0.006895956396007234;0.016259646030742383;0.03330624772566856;0.022068170352588533;0.020361205229380182;0.023999390600316625;0.005965870944624825;NA;NA;NA;NA;NA;NA
error of omission;0.9974454971393727;0.9929855346000704;0.9760508731847441;0.9585760214276224;0.9885290531637406;0.9843759131311958;0.9931040436039927;0.9837403539692576;0.9666937522743314;0.9779318296474114;0.9796387947706198;0.9760006093996834;0.15064946281065805;NA;NA;NA;NA;NA;NA
alloc dis;0.04584184505963407;0.051440278052501204;0.0010670801612736062;0.001419938709608101;0.028975934854751327;0.009731503842768947;0.054622545969876424;0.013041900335813504;0.0011000190399425647;0.0;0.00017793116670057705;0.0036841339603949606;0.10555155557663265;NA;NA;NA;NA;NA;NA
 ;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;
 ANO: 1994 ;;;;;;;;;;;;;;;;;;;
 ;1.1.1. Forma��o Florestal;1.1.2. Forma��o Sav�nica;1.2. Floresta Plantada;2.1. �rea �mida Natural n�o Florestal;2.2. Forma��o Campestre (Campo);2.5. Outra Forma��o n�o Florestal;3.1. Pastagem;3.2.1. Cultura Anual e Perene;3.2.2. Cultura Semi-Perene;3.3 Mosaico de Agricultura ou Pastagem;4.1. Infraestrutura Urbana;5.1. Rio, Lago e Oceano;total;population;population bias;user's accuracy;user stderr;error of comission;area dis
1.1.1. Forma��o Florestal;0.5289527336154822;0.015566773746292329;0.000971156112508323;0.0002234254601195403;0.0013689679704931663;0.009510605182804239;0.014272356360625965;0.0004054854344701521;5.973971648758263e-05;0.0;0.00011162759634037322;0.0018079552846153313;0.5732508264802392;0.5732508264802392;-0.0224011410088417;0.92272476406751;0.002369321465930548;0.07727523593248997;0.022401141008841496
1.1.2. Forma��o Sav�nica;0.008791391273360335;0.08487473071879112;1.611447586967738e-05;0.00010417547068792823;0.005438743490456588;0.0005549329828892778;0.011495394144598005;0.00023260552148222794;0.0;0.0;2.602148826676788e-05;5.7982278812346245e-05;0.11159209184521426;0.11159209184521426;0.016585717083787768;0.7605801568494497;0.008435227313789439;0.23941984315055032;0.016585717083787727
1.2. Floresta Plantada;0.0004426256657466946;2.8839745913688535e-05;0.0030720681068513635;0.0;0.0;0.0;0.0001820777300509642;1.1909183622743142e-05;0.0;0.0;0.0;0.0;0.003737520432185454;0.003737520432185454;0.0007479889536681879;0.8219535284399827;0.029519516184219892;0.1780464715600173;0.0007479889536681889
2.1. �rea �mida Natural n�o Florestal;8.647176796103983e-05;1.227886005399718e-05;1.1465684173749668e-05;0.0017719853807537092;0.000538079291432862;0.0;0.0;0.0;0.0;0.0;0.0;3.808477559405286e-05;0.002458365759969411;0.002458365759969411;0.0003551066601301555;0.7207981048254427;0.04467528235397739;0.2792018951745573;0.00035510666013015453
2.2. Forma��o Campestre (Campo);0.0013764747024356794;0.0171766643628021;4.868771906224371e-05;0.0005399707663092032;0.027239292718333148;0.0006803421280117745;0.009049140411223294;0.0006187554361567537;2.451159971655029e-05;0.0;9.669882576339394e-05;0.00013106110612400005;0.05698159977593814;0.05698159977593814;-0.014839239584079148;0.4780366438542053;0.008903369832299661;0.5219633561457947;0.01483923958407915
2.5. Outra Forma��o n�o Florestal;0.0013870749531821895;0.00020872047376674062;0.0;0.0;0.00025851122930198637;0.015198148234486182;0.002911600580159306;4.522827923478264e-05;0.0;0.0;0.0;0.0001838841662482948;0.02019316791637948;0.02019316791637948;0.009536439449026905;0.7526381347108185;0.022505345871842757;0.24736186528918147;0.009536439449026924
3.1. Pastagem;0.005449586721340797;0.008328979972201235;0.0001626311838677595;3.3100980153884994e-05;0.0034660845114957493;0.002794918308940982;0.13810165657188034;0.004514162255479094;0.0006719184149506158;0.0;0.0006561170551192268;0.00019446061570273332;0.16437361659113245;0.16437361659113245;0.016025988698503746;0.8401692402704622;0.007371838627945958;0.15983075972953775;0.016025988698503746
3.2.1. Cultura Anual e Perene;0.00026007481357822785;0.0002184261735241037;0.0;2.837760244335439e-05;0.0030385710832430005;0.0;0.004201595388528366;0.0189255531213808;0.00040550566084030296;0.0;0.00013757628436114884;8.860045260908952e-05;0.027304280580508395;0.027304280580508395;-0.0020495156284018575;0.6931350220188952;0.015179168901636323;0.3068649779811048;0.0020495156284018427
3.2.2. Cultura Semi-Perene;3.5396434705945825e-05;1.1530945401106079e-05;0.0;0.0;0.0;0.0;4.6643782010880436e-05;0.0004685733229858946;0.002197103805791075;0.0;0.0;0.0;0.002759248290894902;0.002759248290894902;0.0005995309068912246;0.7962689740684745;0.04206626175893943;0.20373102593152548;0.0005995309068912249
3.3 Mosaico de Agricultura ou Pastagem;0.0034942041836822555;0.0017392015123231862;0.000203386103520525;0.0;0.0006666797379078815;0.00034169404531862285;0.0;0.0;0.0;0.012817059558232934;0.00030860146327401294;0.00029450120671373523;0.019865327810973152;0.019865327810973152;-0.007048268252740223;0.6451974858000115;0.014716751189247469;0.35480251419998854;0.0070482682527402175
4.1. Infraestrutura Urbana;2.9374300444356626e-05;0.0;0.0;0.0;0.0;0.0;7.86824610516519e-05;0.0;0.0;0.0;0.0024040709566114007;0.0;0.0025121277181074093;0.0025121277181074093;0.0012515740315025459;0.9569859602610425;0.031813667959832696;0.043014039738957455;0.0012515740315025459
5.1. Rio, Lago e Oceano;0.0005442770394777554;1.1662417932416698e-05;0.0;0.0001124367596319457;0.00012743015919460614;0.0006489664829553254;6.04578595074039e-05;3.249239729410123e-05;0.0;0.0;2.2988079873631083e-05;0.013411115602572011;0.014971826798439197;0.014971826798439197;0.0012358186905523977;0.8957567959555951;0.026291488901640556;0.1042432040444049;0.0012358186905523962
total;0.5508496854713977;0.128177808929002;0.004485509385853643;0.0028134724200995654;0.04214236019185899;0.029729607365406405;0.1803996052896362;0.025254764952106552;0.003358779197786127;0.012817059558232934;0.003763701749609955;0.016207645488991593;0.9999999999999999;0.9999999999999999;0;0.8489655183911675;0.005989628639293549;0.15103448160883248;0.046338164474062804
adj population;0.5508496854714181;0.12817780892900252;0.004485509385853642;0.002813472420099569;0.04214236019185871;0.029729607365406443;0.1803996052896338;0.02525476495210651;0.00335877919778613;0.012817059558232915;0.0037637017496099543;0.01620764548899159;0.9999999999999999;NA;NA;NA;NA;NA;NA
adj pop stdErr;0.004156485472421932;0.00308244481889843;0.0006683088813357462;0.0006065627151508478;0.0019772097943208692;0.0013162106516604744;0.0035287894957892383;0.0015556018459910424;0.0005679318244948213;0.0011568987378171019;0.0006162722994281021;0.0010220113534236165;0.02025472789073222;NA;NA;NA;NA;NA;NA
producer's accuracy;0.9602487712465956;0.6621640003676738;0.6848872318805135;0.6298214861089704;0.6463637203593333;0.5112125447095848;0.7655319220358275;0.7493854390358194;0.6541376126299857;1.0;0.6387517174708496;0.8274561293730779;0.848965518391167;NA;NA;NA;NA;NA;NA
prod stdErr;0.0025736006931946064;0.007045304841732084;0.02442323758610017;0.04032061749824829;0.011368811873203816;0.01572095567587713;0.0068313639334541135;0.016284574092131188;0.03314347068554029;0.02169705799577136;0.02088772332602949;0.02392353240332945;0.005989608707053532;NA;NA;NA;NA;NA;NA
error of omission;0.9974263993068054;0.992954695158268;0.9755767624138998;0.9596793825017517;0.9886311881267962;0.9842790443241228;0.9931686360665459;0.9837154259078689;0.9668565293144598;0.9783029420042286;0.9791122766739705;0.9760764675966705;0.15103448160883304;NA;NA;NA;NA;NA;NA
alloc dis;0.043793903711830895;0.05343472225284629;0.0013309046506681807;0.0013727607584314034;0.029806134947051685;0.009990039363786597;0.05254392003850422;0.012658423661451507;0.001124288970207654;0.0;0.0002161135229920173;0.003121422391734373;0.10469631713475243;NA;NA;NA;NA;NA;NA
 ;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;
 ANO: 1995 ;;;;;;;;;;;;;;;;;;;
 ;1.1.1. Forma��o Florestal;1.1.2. Forma��o Sav�nica;1.2. Floresta Plantada;2.1. �rea �mida Natural n�o Florestal;2.2. Forma��o Campestre (Campo);2.5. Outra Forma��o n�o Florestal;3.1. Pastagem;3.2.1. Cultura Anual e Perene;3.2.2. Cultura Semi-Perene;3.3 Mosaico de Agricultura ou Pastagem;4.1. Infraestrutura Urbana;5.1. Rio, Lago e Oceano;total;population;population bias;user's accuracy;user stderr;error of comission;area dis
1.1.1. Forma��o Florestal;0.5255195680454686;0.015322025053593256;0.0008349420108491871;0.00023024655359765045;0.0012981938155390083;0.009691279793573943;0.013446584946783809;0.00043663932942938536;7.553101687784497e-05;0.0;0.00011202826487234906;0.001910188458090948;0.5688772272886761;0.5688772272886761;-0.020800771122519258;0.9237838022628314;0.0024226632613474353;0.07621619773716859;0.020800771122519324
1.1.2. Forma��o Sav�nica;0.00853155685892871;0.08362558739825487;4.2260784288295765e-05;0.00011700630948106306;0.005365366311988381;0.0004107270923653972;0.01115220194467468;0.00012401789515447762;0.0;0.0;1.1014666820243138e-05;7.484761331086516e-05;0.10945458687526699;0.10945458687526699;0.017625298259238663;0.7640208581989681;0.008493531571508532;0.23597914180103186;0.017625298259238614
1.2. Floresta Plantada;0.0004219657351721206;2.8823818426077846e-05;0.0032213576058686593;0.0;0.0;0.0;0.0001215809545752576;1.1902606471364198e-05;8.079011872018219e-06;0.0;0.0;0.0;0.003813709732385498;0.003813709732385498;0.000761610506786248;0.8446782350825848;0.02974657375692058;0.15532176491741523;0.0007616105067862478
2.1. �rea �mida Natural n�o Florestal;9.265766243488038e-05;1.2272078739350071e-05;1.1459351956289362e-05;0.0018118391416397162;0.0006048818487334578;0.0;0.0;0.0;0.0;0.0;0.0;3.181755343426325e-05;0.002564927636937957;0.002564927636937957;0.00023050528763862016;0.7063899642029331;0.04354594326330748;0.2936100357970669;0.00023050528763862016
2.2. Forma��o Campestre (Campo);0.0016154557507966293;0.017568476516308364;4.345598307462796e-05;0.00043260500340851373;0.027056573805548538;0.0006368369434604121;0.009624215262369;0.0006410915591317722;1.2495877070154927e-05;0.0;0.0001026696433421766;9.761216130987747e-05;0.05783148850582006;0.05783148850582006;-0.015923911609187814;0.4678519350721094;0.008799303545674951;0.5321480649278906;0.015923911609187824
